"Instance Type",vendor,LeaseContractLength,Location,"monthly_cost",OfferingClass,PriceDescription,PricePerUnit,serviceName,Tenancy,TermType
"m5.xlarge",AWS,1yr,"Asia Pacific (Singapore)","130.6700000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1790000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"Canada (Central)","1625.7100000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","2.2270000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.12xlarge",AWS,1yr,"Asia Pacific (Sydney)","1505.9900000",convertible,"Linux/UNIX (Amazon VPC), m5a.12xlarge reserved instance applied","2.0630000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"Canada (Central)","1366.5600000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","1.8720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"Canada (Central)","3252.1500000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","4.4550000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"EU (Frankfurt)","1649.8000000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.2600000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"EU (London)","3690.8800000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","5.0560000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"EU (Paris)","1864.4200000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","2.5540000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"US East (N. Virginia)","1449.7800000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","1.9860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"Asia Pacific (Mumbai)","1743.2400000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.3880000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.24xlarge",AWS,1yr,"US West (Oregon)","2652.8200000",convertible,"Linux/UNIX (Amazon VPC), m5ad.24xlarge reserved instance applied","3.6340000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"Canada (Central)","56.9400000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0780000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"Asia Pacific (Seoul)","2961.6100000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.0570000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.16xlarge",AWS,1yr,"Asia Pacific (Tokyo)","2093.6400000",convertible,"Linux/UNIX (Amazon VPC), m5a.16xlarge reserved instance applied","2.8680000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"Asia Pacific (Seoul)","62.0500000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"Asia Pacific (Seoul)","1164.3500000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.5950000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.8xlarge",AWS,1yr,"Canada (Central)","819.79000000",convertible,"Linux/UNIX (Amazon VPC), m5a.8xlarge reserved instance applied","1.1230000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"US West (N. California)","3974.8500000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","5.4450000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"EU (Ireland)","3570.4300000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","4.8910000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"South America (Sao Paulo)","1819.1600000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.4920000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","3444.1400000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.7180000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"EU (Paris)","3168.9300000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.3410000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.8xlarge",AWS,1yr,"Asia Pacific (Tokyo)","1046.8200000",convertible,"Linux/UNIX (Amazon VPC), m5a.8xlarge reserved instance applied","1.4340000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"Asia Pacific (Tokyo)","2732.3900000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.7430000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"EU (Stockholm)","1443.2100000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","1.9770000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.xlarge",AWS,1yr,"Canada (Central)","124.1000000",convertible,"Linux/UNIX (Amazon VPC), m5ad.xlarge reserved instance applied","0.1700000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"US West (Oregon)","241.6300000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.3310000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"Asia Pacific (Sydney)","327.7700000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.4490000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"AWS GovCloud (US-East)","2234.5300000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","3.0610000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.xlarge",AWS,1yr,"Asia Pacific (Sydney)","150.3800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.xlarge reserved instance applied","0.2060000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.24xlarge",AWS,1yr,"US West (Oregon)","2205.3300000",convertible,"Linux/UNIX (Amazon VPC), m5a.24xlarge reserved instance applied","3.0210000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"Asia Pacific (Sydney)","3933.9700000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","5.3890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"US East (N. Virginia)","1647.6100000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.2570000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.2xlarge",AWS,1yr,"AWS GovCloud (US)","300.7600000",convertible,"Linux/UNIX (Amazon VPC), m5ad.2xlarge reserved instance applied","0.4120000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"Asia Pacific (Sydney)","1311.0800000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.7960000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","673.0600000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.9220000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"Middle East (Bahrain)","2219.9300000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","3.0410000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"Asia Pacific (Tokyo)","1740.3200000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.3840000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"EU (Paris)","2485.6500000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.4050000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"EU (Stockholm)","1924.2800000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","2.6360000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"Middle East (Bahrain)","138.7000000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1900000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"Canada (Central)","2168.1000000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","2.9700000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"Asia Pacific (Tokyo)","4098.2200000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","5.6140000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","2691.5100000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.6870000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.large",AWS,1yr,"US West (Oregon)","55.4800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.large reserved instance applied","0.0760000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"Asia Pacific (Sydney)","1675.3500000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.2950000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"US East (N. Virginia)","1933.0400000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","2.6480000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.large",AWS,1yr,"US East (Ohio)","55.4800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.large reserved instance applied","0.0760000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"Asia Pacific (Singapore)","76.65000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1050000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"US West (N. California)","331.4200000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.4540000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.large",AWS,1yr,"US East (Ohio)","45.9900000",convertible,"Linux/UNIX (Amazon VPC), m5a.large reserved instance applied","0.0630000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.12xlarge",AWS,1yr,"US East (Ohio)","1449.7800000",convertible,"Linux/UNIX (Amazon VPC), m5d.12xlarge reserved instance applied","1.9860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.large",AWS,1yr,"US West (Oregon)","45.9900000",convertible,"Linux/UNIX (Amazon VPC), m5a.large reserved instance applied","0.0630000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"Canada (Central)","113.8800000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1560000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.24xlarge",AWS,1yr,"AWS GovCloud (US)","3606.9300000",convertible,"Linux/UNIX (Amazon VPC), m5ad.24xlarge reserved instance applied","4.9410000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"Asia Pacific (Singapore)","521.9500000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.7150000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"AWS GovCloud (US-East)","1117.6300000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.5310000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.xlarge",AWS,1yr,"AWS GovCloud (US)","125.5600000",convertible,"Linux/UNIX (Amazon VPC), m5a.xlarge reserved instance applied","0.1720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"South America (Sao Paulo)","2425.7900000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","3.3230000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"US West (N. California)","165.7100000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2270000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.16xlarge",AWS,1yr,"EU (Frankfurt)","1989.9800000",convertible,"Linux/UNIX (Amazon VPC), m5a.16xlarge reserved instance applied","2.7260000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"Asia Pacific (Tokyo)","523.4100000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.7170000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"Asia Pacific (Singapore)","3130.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.2890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","573.7800000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.7860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"EU (Frankfurt)","497.1300000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.6810000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"EU (Frankfurt)","1297.9400000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.7780000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"EU (London)","1230.0500000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.6850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.24xlarge",AWS,1yr,"US West (N. California)","3050.6700000",convertible,"Linux/UNIX (Amazon VPC), m5a.24xlarge reserved instance applied","4.1790000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"Canada (Central)","227.7600000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3120000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"Asia Pacific (Mumbai)","65.7000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.0900000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"EU (Paris)","528.5200000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.7240000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"South America (Sao Paulo)","3639.0500000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.9850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"US East (Ohio)","411.7200000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.5640000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"Asia Pacific (Tokyo)","261.3400000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.3580000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"Asia Pacific (Tokyo)","85.41000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1170000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"US West (N. California)","1691.4100000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.3170000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.2xlarge",AWS,1yr,"US East (Ohio)","183.9600000",convertible,"Linux/UNIX (Amazon VPC), m5a.2xlarge reserved instance applied","0.2520000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"Asia Pacific (Seoul)","145.2700000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.1990000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"AWS GovCloud (US)","70.0800000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0960000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.xlarge",AWS,1yr,"Asia Pacific (Hong Kong)","167.9000000",convertible,"Linux/UNIX (Amazon VPC), m5d.xlarge reserved instance applied","0.2300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"US East (Ohio)","51.8300000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0710000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"EU (Paris)","1243.1900000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.7030000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.16xlarge",AWS,1yr,"AWS GovCloud (US-East)","2013.3400000",convertible,"Linux/UNIX (Amazon VPC), m5a.16xlarge reserved instance applied","2.7580000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"US East (Ohio)","2899.5600000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","3.9720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.large",AWS,1yr,"AWS GovCloud (US-East)","62.7800000",convertible,"Linux/UNIX (Amazon VPC), m5a.large reserved instance applied","0.0860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"US West (N. California)","662.8400000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.9080000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"Asia Pacific (Mumbai)","1053.3900000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.4430000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"Asia Pacific (Sydney)","139.4300000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1910000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"Asia Pacific (Tokyo)","72.2700000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0990000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"EU (London)","3690.8800000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","5.0560000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"EU (London)","1565.1200000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.1440000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"AWS GovCloud (US)","329.9600000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.4520000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.12xlarge",AWS,1yr,"AWS GovCloud (US)","1803.1000000",convertible,"Linux/UNIX (Amazon VPC), m5ad.12xlarge reserved instance applied","2.4700000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"EU (Stockholm)","240.1700000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3290000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.xlarge",AWS,1yr,"AWS GovCloud (US)","150.3800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.xlarge reserved instance applied","0.2060000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.24xlarge",AWS,1yr,"AWS GovCloud (US)","3015.6300000",convertible,"Linux/UNIX (Amazon VPC), m5a.24xlarge reserved instance applied","4.1310000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"AWS GovCloud (US)","82.49000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1130000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.2xlarge",AWS,1yr,"US West (N. California)","281.7800000",convertible,"Linux/UNIX (Amazon VPC), m5.2xlarge reserved instance applied","0.3860000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"US West (Oregon)","2471.0500000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","3.3850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.8xlarge",AWS,1yr,"US West (N. California)","1016.8900000",convertible,"Linux/UNIX (Amazon VPC), m5a.8xlarge reserved instance applied","1.3930000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"Middle East (Bahrain)","3330.2600000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.5620000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.4xlarge",AWS,1yr,"EU (London)","615.3900000",convertible,"Linux/UNIX (Amazon VPC), m5d.4xlarge reserved instance applied","0.8430000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"Asia Pacific (Singapore)","3130.9700000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.2890000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"US East (N. Virginia)","2899.5600000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","3.9720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"Asia Pacific (Seoul)","986.96000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.3520000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.24xlarge",AWS,1yr,"Asia Pacific (Tokyo)","3480.6400000",convertible,"Linux/UNIX (Amazon VPC), m5.24xlarge reserved instance applied","4.7680000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.large",AWS,1yr,"AWS GovCloud (US-East)","70.0800000",convertible,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied","0.0960000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.16xlarge",AWS,1yr,"EU (Stockholm)","2266.6500000",convertible,"Linux/UNIX (Amazon VPC), m5d.16xlarge reserved instance applied","3.1050000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.12xlarge",AWS,1yr,"EU (Ireland)","1363.6400000",convertible,"Linux/UNIX (Amazon VPC), m5a.12xlarge reserved instance applied","1.8680000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"Asia Pacific (Seoul)","3493.0500000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","4.7850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.4xlarge",AWS,1yr,"US East (Ohio)","442.3800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.4xlarge reserved instance applied","0.6060000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.xlarge",AWS,1yr,"US East (N. Virginia)","102.9300000",convertible,"Linux/UNIX (Amazon VPC), m5.xlarge reserved instance applied","0.1410000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.24xlarge",AWS,1yr,"Asia Pacific (Seoul)","3493.0500000",convertible,"Linux/UNIX (Amazon VPC), m5d.24xlarge reserved instance applied","4.7850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"EU (Ireland)","3027.3100000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.1470000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"US West (Oregon)","1235.8900000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","1.6930000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.8xlarge",AWS,1yr,"US West (Oregon)","735.11000000",convertible,"Linux/UNIX (Amazon VPC), m5a.8xlarge reserved instance applied","1.0070000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"Asia Pacific (Hong Kong)","3444.1400000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","4.7180000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"EU (Stockholm)","2885.6900000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","3.9530000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.4xlarge",AWS,1yr,"US East (N. Virginia)","411.7200000",convertible,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied","0.5640000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5a.4xlarge",AWS,1yr,"Canada (Central)","410.2600000",convertible,"Linux/UNIX (Amazon VPC), m5a.4xlarge reserved instance applied","0.5620000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.12xlarge",AWS,1yr,"EU (Ireland)","1514.0200000",convertible,"Linux/UNIX (Amazon VPC), m5.12xlarge reserved instance applied","2.0740000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"EU (Stockholm)","70.8100000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.0970000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.metal",AWS,1yr,"US West (Oregon)","2471.0500000",convertible,"Linux/UNIX (Amazon VPC), m5.metal reserved instance applied","3.3850000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5ad.4xlarge",AWS,1yr,"US West (Oregon)","442.3800000",convertible,"Linux/UNIX (Amazon VPC), m5ad.4xlarge reserved instance applied","0.6060000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.8xlarge",AWS,1yr,"Asia Pacific (Singapore)","1043.9000000",convertible,"Linux/UNIX (Amazon VPC), m5.8xlarge reserved instance applied","1.4300000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5.16xlarge",AWS,1yr,"Asia Pacific (Sydney)","2233.8000000",convertible,"Linux/UNIX (Amazon VPC), m5.16xlarge reserved instance applied","3.0600000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.metal",AWS,1yr,"US East (N. Virginia)","2899.5600000",convertible,"Linux/UNIX (Amazon VPC), m5d.metal reserved instance applied","3.9720000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"Middle East (Bahrain)","81.76000000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.1120000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.8xlarge",AWS,1yr,"US East (Ohio)","966.52000000",convertible,"Linux/UNIX (Amazon VPC), m5d.8xlarge reserved instance applied","1.3240000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.2xlarge",AWS,1yr,"Canada (Central)","270.8300000",convertible,"Linux/UNIX (Amazon VPC), m5d.2xlarge reserved instance applied","0.3710000000","Amazon Elastic Compute Cloud",Shared,Reserved
"m5d.large",AWS,1yr,"US West (Oregon)","60.5900000",convertible,"Linux/UNIX (Amazon VPC), m5d.large reserved instance applied","0.0830000000","Amazon Elastic Compute Cloud",Shared,Reserved
